opcode,mnem,op_enc,ops,prefs,feature_flag,exceptions
C7 /0 iw,MOV,MI,r/m16:mew; imm16:mer,pref66:required/1; pref67:operand/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
C7 /0 id,MOV,MI,r/m32:mew; imm32:mer,rex_w:optional/0; pref67:operand/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
C7 /0 id,MOV,MI,r/m64:mew; imm32:mer,rex_w:required/1; pref67:operand/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
66 0F 28 /r,MOVAPD,RM,xmm1:mew; xmm2/m128:mer,pref67:operand/1,SSE2,UD; GP
66 0F 29 /r,MOVAPD,MR,xmm2/m128:mew; xmm1:mer,pref67:operand/1,SSE2,UD; GP
VEX.128.66.0F.WIG 28 /r,VMOVAPD,RM,xmm1:mew; xmm2/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.128.66.0F.WIG 29 /r,VMOVAPD,MR,xmm2/m128:mew; xmm1:mer,pref67:operand/1,AVX,UD; GP
VEX.256.66.0F.WIG 28 /r,VMOVAPD,RM,ymm1:mew; ymm2/m256:mer,pref67:operand/1,AVX,UD; GP
VEX.256.66.0F.WIG 29 /r,VMOVAPD,MR,ymm2/m256:mew; ymm1:mer,pref67:operand/1,AVX,UD; GP
0F 28 /r,MOVAPS,RM,xmm1:mew; xmm2/m128:mer,pref67:operand/1,SSE,UD; GP
0F 29 /r,MOVAPS,MR,xmm2/m128:mew; xmm1:mer,pref67:operand/1,SSE,UD; GP
VEX.128.0F.WIG 28 /r,VMOVAPS,RM,xmm1:mew; xmm2/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.128.0F.WIG 29 /r,VMOVAPS,MR,xmm2/m128:mew; xmm1:mer,pref67:operand/1,AVX,UD; GP
VEX.256.0F.WIG 28 /r,VMOVAPS,RM,ymm1:mew; ymm2/m256:mer,pref67:operand/1,AVX,UD; GP
VEX.256.0F.WIG 29 /r,VMOVAPS,MR,ymm2/m256:mew; ymm1:mer,pref67:operand/1,AVX,UD; GP
0F 38 F0 /r,MOVBE,RM,r16:mew; m16:mer,pref66:required/1; pref67:operand/1,MOVBE,UD; SS; GPX; PF; AC
0F 38 F0 /r,MOVBE,RM,r32:mew; m32:mer,rex_w:optional/0; pref67:operand/1,MOVBE,UD; SS; GPX; PF; AC
0F 38 F0 /r,MOVBE,RM,r64:mew; m64:mer,rex_w:required/1; pref67:operand/1,MOVBE,UD; SS; GPX; PF; AC
0F 38 F1 /r,MOVBE,MR,m16:mew; r16:mer,pref66:required/1; pref67:operand/1,MOVBE,UD; SS; GPX; PF; AC
0F 38 F1 /r,MOVBE,MR,m32:mew; r32:mer,rex_w:optional/0; pref67:operand/1,MOVBE,UD; SS; GPX; PF; AC
0F 38 F1 /r,MOVBE,MR,m64:mew; r64:mer,rex_w:required/1; pref67:operand/1,MOVBE,UD; SS; GPX; PF; AC
0F 6E /r,MOVD,RM,mm:mew; r/m32:mer,pref67:operand/1,MMX,UD; NM; UD; GPS
0F 6E /r,MOVQ,RM,mm:mew; r/m64:mer,rex_w:required/1; pref67:operand/1,MMX,UD; GPS
0F 7E /r,MOVD,MR,r/m32:mew; mm:mer,pref67:operand/1,MMX,UD; NM; UD; GPS
0F 7E /r,MOVQ,MR,r/m64:mew; mm:mer,rex_w:required/1; pref67:operand/1,MMX,UD; GPS
VEX.128.66.0F.W0 6E /r,VMOVD,RM,xmm1:mew; r/m32:mer,pref67:operand/1,AVX,UD; GPS
VEX.128.66.0F.W1 6E /r,VMOVQ,RM,xmm1:mew; r/m64:mer,pref67:operand/1,AVX,UD; GPS
66 0F 6E /r,MOVD,RM,xmm:mew; r/m32:mer,pref67:operand/1,SSE2,UD; NM; UD; GPS
66 0F 6E /r,MOVQ,RM,xmm:mew; r/m64:mer,rex_w:required/1; pref67:operand/1,SSE2,UD; GPS
66 0F 7E /r,MOVD,MR,r/m32:mew; xmm:mer,pref67:operand/1,SSE2,UD; NM; UD; GPS
66 0F 7E /r,MOVQ,MR,r/m64:mew; xmm:mer,rex_w:required/1; pref67:operand/1,SSE2,UD; GPS
VEX.128.66.0F.W0 7E /r,VMOVD,MR,r/m32:mew; xmm1:mer,pref67:operand/1,AVX,UD; GPS
VEX.128.66.0F.W1 7E /r,VMOVQ,MR,r/m64:mew; xmm1:mer,pref67:operand/1,AVX,UD; GPS
F2 0F 12 /r,MOVDDUP,RM,xmm1:mew; xmm2/m64:mer,pref67:operand/1,SSE3,UD; GP
VEX.128.F2.0F.WIG 12 /r,VMOVDDUP,RM,xmm1:mew; xmm2/m64:mer,pref67:operand/1,AVX,UD; GP
VEX.256.F2.0F.WIG 12 /r,VMOVDDUP,RM,ymm1:mew; ymm2/m256:mer,pref67:operand/1,AVX,UD; GP
66 0F 6F /r,MOVDQA,RM,xmm1:mew; xmm2/m128:mer,pref67:operand/1,SSE2,UD; GP
66 0F 7F /r,MOVDQA,MR,xmm2/m128:mew; xmm1:mer,pref67:operand/1,SSE2,UD; GP
VEX.128.66.0F.WIG 6F /r,VMOVDQA,RM,xmm1:mew; xmm2/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.128.66.0F.WIG 7F /r,VMOVDQA,MR,xmm2/m128:mew; xmm1:mer,pref67:operand/1,AVX,UD; GP
VEX.256.66.0F.WIG 6F /r,VMOVDQA,RM,ymm1:mew; ymm2/m256:mer,pref67:operand/1,AVX,UD; GP
VEX.256.66.0F.WIG 7F /r,VMOVDQA,MR,ymm2/m256:mew; ymm1:mer,pref67:operand/1,AVX,UD; GP
F3 0F 6F /r,MOVDQU,RM,xmm1:mew; xmm2/m128:mer,pref67:operand/1,SSE2,UD; GPS
F3 0F 7F /r,MOVDQU,MR,xmm2/m128:mew; xmm1:mer,pref67:operand/1,SSE2,UD; GPS
VEX.128.F3.0F.WIG 6F /r,VMOVDQU,RM,xmm1:mew; xmm2/m128:mer,pref67:operand/1,AVX,UD; GPS
VEX.128.F3.0F.WIG 7F /r,VMOVDQU,MR,xmm2/m128:mew; xmm1:mer,pref67:operand/1,AVX,UD; GPS
VEX.256.F3.0F.WIG 6F /r,VMOVDQU,RM,ymm1:mew; ymm2/m256:mer,pref67:operand/1,AVX,UD; GPS
VEX.256.F3.0F.WIG 7F /r,VMOVDQU,MR,ymm2/m256:mew; ymm1:mer,pref67:operand/1,AVX,UD; GPS
F2 0F D6 /r,MOVDQ2Q,RM,mm:mew; xmm:mer,pref67:operand/1,,
0F 12 /r,MOVHLPS,RM,xmm1:mew; xmm2:mer,pref67:operand/1,SSE,UD
VEX.NDS.128.0F.WIG 12 /r,VMOVHLPS,RVM,xmm1:mew; xmm2:mer; xmm3:mer,pref67:operand/1,AVX,UD
66 0F 16 /r,MOVHPD,RM,xmm:merw; m64:mer,pref67:operand/1,SSE2,UD; GPS
66 0F 17 /r,MOVHPD,MR,m64:mew; xmm:mer,pref67:operand/1,SSE2,UD; GPS
VEX.NDS.128.66.0F.WIG 16 /r,VMOVHPD,RVM,xmm2:mew; xmm1:mer; m64:mer,pref67:operand/1,AVX,UD; GPS
VEX.128.66.0F.WIG 17 /r,VMOVHPD,MR,m64:mew; xmm1:mer,pref67:operand/1,AVX,UD; GPS
0F 16 /r,MOVHPS,RM,xmm:merw; m64:mer,pref67:operand/1,SSE,UD; GPS
0F 17 /r,MOVHPS,MR,m64:mew; xmm:mer,pref67:operand/1,SSE,UD; GPS
VEX.NDS.128.0F.WIG 16 /r,VMOVHPS,RVM,xmm2:mew; xmm1:mer; m64:mer,pref67:operand/1,AVX,UD; GPS
VEX.128.0F.WIG 17 /r,VMOVHPS,MR,m64:mew; xmm1:mer,pref67:operand/1,AVX,UD; GPS
0F 16 /r,MOVLHPS,RM,xmm1:mew; xmm2:mer,pref67:operand/1,SSE,UD
VEX.NDS.128.0F.WIG 16 /r,VMOVLHPS,RVM,xmm1:mew; xmm2:mer; xmm3:mer,pref67:operand/1,AVX,UD
66 0F 12 /r,MOVLPD,RM,xmm:merw; m64:mer,pref67:operand/1,SSE2,UD; GPS
66 0F 13 /r,MOVLPD,MR,m64:mew; xmm:mer,pref67:operand/1,SSE2,UD; GPS
VEX.NDS.128.66.0F.WIG 12 /r,VMOVLPD,RVM,xmm2:mew; xmm1:mer; m64:mer,pref67:operand/1,AVX,UD; GPS
VEX.128.66.0F.WIG 13 /r,VMOVLPD,MR,m64:mew; xmm1:mer,pref67:operand/1,AVX,UD; GPS
0F 12 /r,MOVLPS,RM,xmm:merw; m64:mer,pref67:operand/1,SSE,UD; GPS
0F 13 /r,MOVLPS,MR,m64:mew; xmm:mer,pref67:operand/1,SSE,UD; GPS
VEX.NDS.128.0F.WIG 12 /r,VMOVLPS,RVM,xmm2:mew; xmm1:mer; m64:mer,pref67:operand/1,AVX,UD; GPS
VEX.128.0F.WIG 13 /r,VMOVLPS,MR,m64:mew; xmm1:mer,pref67:operand/1,AVX,UD; GPS
66 0F 50 /r,MOVMSKPD,RM,r64:mew; xmm:mer,pref67:operand/1,SSE2,NM; UD
VEX.128.66.0F.WIG 50 /r,VMOVMSKPD,RM,r64:mew; xmm2:mer,pref67:operand/1,AVX,UD
VEX.256.66.0F.WIG 50 /r,VMOVMSKPD,RM,r64:mew; ymm2:mer,pref67:operand/1,AVX,UD
0F 50 /r,MOVMSKPS,RM,r64:mew; xmm:mer,pref67:operand/1,SSE,NM; UD
VEX.128.0F.WIG 50 /r,VMOVMSKPS,RM,r64:mew; xmm2:mer,pref67:operand/1,AVX,UD
VEX.256.0F.WIG 50 /r,VMOVMSKPS,RM,r64:mew; ymm2:mer,pref67:operand/1,AVX,UD
66 0F 38 2A /r,MOVNTDQA,RM,xmm1:mew; m128:mer,pref67:operand/1,SSE4_1,UD; GP
VEX.128.66.0F38.WIG 2A /r,VMOVNTDQA,RM,xmm1:mew; m128:mer,pref67:operand/1,AVX,UD; GP
VEX.256.66.0F38.WIG 2A /r,VMOVNTDQA,RM,ymm1:mew; m256:mer,pref67:operand/1,AVX2,UD; GP
66 0F E7 /r,MOVNTDQ,MR,m128:mew; xmm:mer,pref67:operand/1,SSE2,UD; GP
VEX.128.66.0F.WIG E7 /r,VMOVNTDQ,MR,m128:mew; xmm1:mer,pref67:operand/1,AVX,UD; GP
VEX.256.66.0F.WIG E7 /r,VMOVNTDQ,MR,m256:mew; ymm1:mer,pref67:operand/1,AVX,UD; GP
0F C3 /r,MOVNTI,MR,m32:mew; r32:mer,pref67:operand/1,,UD; SS; GP; PF; AC
0F C3 /r,MOVNTI,MR,m64:mew; r64:mer,rex_w:required/1; pref67:operand/1,,UD; SS; GP; PF; AC
66 0F 2B /r,MOVNTPD,MR,m128:mew; xmm:mer,pref67:operand/1,SSE2,UD; GP
VEX.128.66.0F.WIG 2B /r,VMOVNTPD,MR,m128:mew; xmm1:mer,pref67:operand/1,AVX,UD; GP
VEX.256.66.0F.WIG 2B /r,VMOVNTPD,MR,m256:mew; ymm1:mer,pref67:operand/1,AVX,UD; GP
0F 2B /r,MOVNTPS,MR,m128:mew; xmm:mer,pref67:operand/1,SSE,UD; GP
VEX.128.0F.WIG 2B /r,VMOVNTPS,MR,m128:mew; xmm1:mer,pref67:operand/1,AVX,UD; GP
VEX.256.0F.WIG 2B /r,VMOVNTPS,MR,m256:mew; ymm1:mer,pref67:operand/1,AVX,UD; GP
0F E7 /r,MOVNTQ,MR,m64:mew; mm:mer,pref67:operand/1,,
0F 6F /r,MOVQ,RM,mm:mew; mm/m64:mer,pref67:operand/1,MMX,UD; GPS
0F 7F /r,MOVQ,MR,mm/m64:mew; mm:mer,pref67:operand/1,MMX,UD; GPS
F3 0F 7E /r,MOVQ,RM,xmm1:mew; xmm2/m64:mer,pref67:operand/1,SSE2,UD; GPS
VEX.128.F3.0F.WIG 7E /r,VMOVQ,RM,xmm1:mew; xmm2:mer,pref67:operand/1,AVX,UD; GPS
VEX.128.F3.0F.WIG 7E /r,VMOVQ,RM,xmm1:mew; m64:mer,pref67:operand/1,AVX,UD; GPS
66 0F D6 /r,MOVQ,MR,xmm2/m64:mew; xmm1:mer,pref67:operand/1,SSE2,UD; GPS
VEX.128.66.0F.WIG D6 /r,VMOVQ,MR,xmm1/m64:mew; xmm2:mer,pref67:operand/1,AVX,UD; GPS
F3 0F D6 /r,MOVQ2DQ,RM,xmm:mew; mm:mer,pref67:operand/1,,
A4,MOVS,NP,SIL:rw; [SIL]:r; DIL:rw; [DIL]:rw,repe:illegal/0,,
A5,MOVS,NP,SI:rw; [SI]:r; DI:rw; [DI]:rw,repe:illegal/0; pref66:required/1,,
A5,MOVS,NP,ESI:rw; [ESI]:r; EDI:rw; [EDI]:rw,repe:illegal/0; rex_w:optional/0,,
A5,MOVS,NP,RSI:rw; [RSI]:r; RDI:rw; [RDI]:rw,repe:illegal/0; rex_w:required/1,,
F2 0F 10 /r,MOVSD,RM,xmm1:mew; xmm2/m64:mer,pref67:operand/1,SSE2,UD; GPS
VEX.NDS.LIG.F2.0F.WIG 10 /r,VMOVSD,RVM,xmm1:mew; xmm2:mer; xmm3:mer,pref67:operand/1,AVX,UD; GPS
VEX.LIG.F2.0F.WIG 10 /r,VMOVSD,RM,xmm1:mew; m64:mer,pref67:operand/1,AVX,UD; GPS
F2 0F 11 /r,MOVSD,MR,xmm2/m64:mew; xmm1:mer,pref67:operand/1,SSE2,UD; GPS
VEX.NDS.LIG.F2.0F.WIG 11 /r,VMOVSD,MVR,xmm1:mew; xmm2:mer; xmm3:mer,pref67:operand/1,AVX,UD; GPS
VEX.LIG.F2.0F.WIG 11 /r,VMOVSD,MR,m64:mew; xmm1:mer,pref67:operand/1,AVX,UD; GPS
F3 0F 16 /r,MOVSHDUP,RM,xmm1:mew; xmm2/m128:mer,pref67:operand/1,SSE3,UD; GP; AC; PFS
VEX.128.F3.0F.WIG 16 /r,VMOVSHDUP,RM,xmm1:mew; xmm2/m128:mer,pref67:operand/1,AVX,UD; GP; AC; PFS
VEX.256.F3.0F.WIG 16 /r,VMOVSHDUP,RM,ymm1:mew; ymm2/m256:mer,pref67:operand/1,AVX,UD; GP; AC; PFS
F3 0F 12 /r,MOVSLDUP,RM,xmm1:mew; xmm2/m128:mer,pref67:operand/1,SSE3,UD; GP; AC; PFS
VEX.128.F3.0F.WIG 12 /r,VMOVSLDUP,RM,xmm1:mew; xmm2/m128:mer,pref67:operand/1,AVX,UD; GP; AC; PFS
VEX.256.F3.0F.WIG 12 /r,VMOVSLDUP,RM,ymm1:mew; ymm2/m256:mer,pref67:operand/1,AVX,UD; GP; AC; PFS
F3 0F 10 /r,MOVSS,RM,xmm1:mew; xmm2/m32:mer,pref67:operand/1,SSE,UD; GPS
VEX.NDS.LIG.F3.0F.WIG 10 /r,VMOVSS,RVM,xmm1:mew; xmm2:mer; xmm3:mer,pref67:operand/1,AVX,UD; GPS
VEX.LIG.F3.0F.WIG 10 /r,VMOVSS,RM,xmm1:mew; m32:mer,pref67:operand/1,AVX,UD; GPS
F3 0F 11 /r,MOVSS,MR,xmm2/m32:mew; xmm:mer,pref67:operand/1,SSE,UD; GPS
VEX.NDS.LIG.F3.0F.WIG 11 /r,VMOVSS,MVR,xmm1:mew; xmm2:mer; xmm3:mer,pref67:operand/1,AVX,UD; GPS
VEX.LIG.F3.0F.WIG 11 /r,VMOVSS,MR,m32:mew; xmm1:mer,pref67:operand/1,AVX,UD; GPS
0F BE /r,MOVSX,RM,r16:mew; r/m8:mer,pref66:required/1; pref67:operand/1,,SS; GP; PF; AC
0F BE /r,MOVSX,RM,r32:mew; r/m8:mer,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
0F BE /r,MOVSX,RM,r64:mew; r/m8:mer,rex_w:required/1; pref67:operand/1,,SS; GP; PF; AC
0F BF /r,MOVSX,RM,r32:mew; r/m16:mer,pref67:operand/1,,SS; GP; PF; AC
0F BF /r,MOVSX,RM,r64:mew; r/m16:mer,rex_w:required/1; pref67:operand/1,,SS; GP; PF; AC
63 /r,MOVSXD,RM,r64:mew; r/m32:mer,rex_w:required/1; pref67:operand/1,,SS; GP; PF; AC
66 0F 10 /r,MOVUPD,RM,xmm1:mew; xmm2/m128:mer,pref67:operand/1,SSE2,UD; GPS
VEX.128.66.0F.WIG 10 /r,VMOVUPD,RM,xmm1:mew; xmm2/m128:mer,pref67:operand/1,AVX,UD; GPS
VEX.256.66.0F.WIG 10 /r,VMOVUPD,RM,ymm1:mew; ymm2/m256:mer,pref67:operand/1,AVX,UD; GPS
66 0F 11 /r,MOVUPD,MR,xmm2/m128:mew; xmm:mer,pref67:operand/1,SSE2,UD; GPS
VEX.128.66.0F.WIG 11 /r,VMOVUPD,MR,xmm2/m128:mew; xmm1:mer,pref67:operand/1,AVX,UD; GPS
VEX.256.66.0F.WIG 11 /r,VMOVUPD,MR,ymm2/m256:mew; ymm1:mer,pref67:operand/1,AVX,UD; GPS
0F 10 /r,MOVUPS,RM,xmm1:mew; xmm2/m128:mer,pref67:operand/1,SSE,UD; GPS
VEX.128.0F.WIG 10 /r,VMOVUPS,RM,xmm1:mew; xmm2/m128:mer,pref67:operand/1,AVX,UD; GPS
VEX.256.0F.WIG 10 /r,VMOVUPS,RM,ymm1:mew; ymm2/m256:mer,pref67:operand/1,AVX,UD; GPS
0F 11 /r,MOVUPS,MR,xmm2/m128:mew; xmm1:mer,pref67:operand/1,SSE,UD; GPS
VEX.128.0F.WIG 11 /r,VMOVUPS,MR,xmm2/m128:mew; xmm1:mer,pref67:operand/1,AVX,UD; GPS
VEX.256.0F.WIG 11 /r,VMOVUPS,MR,ymm2/m256:mew; ymm1:mer,pref67:operand/1,AVX,UD; GPS
0F B6 /r,MOVZX,RM,r16:mew; r/m8:mer,pref66:required/1; pref67:operand/1,,SS; GP; PF; AC
0F B6 /r,MOVZX,RM,r32:mew; r/m8:mer,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
0F B6 /r,MOVZX,RM,r64:mew; r/m8:mer,rex_w:required/1; pref67:operand/1,,SS; GP; PF; AC
0F B7 /r,MOVZX,RM,r32:mew; r/m16:mer,pref67:operand/1,,SS; GP; PF; AC
0F B7 /r,MOVZX,RM,r64:mew; r/m16:mer,rex_w:required/1; pref67:operand/1,,SS; GP; PF; AC
66 0F 3A 42 /r ib,MPSADBW,RMI,xmm1:merw; xmm2/m128:mer; imm8:mer,pref67:operand/1,SSE4_1,UD; GP
VEX.NDS.128.66.0F3A.WIG 42 /r ib,VMPSADBW,RVMI,xmm1:mew; xmm2:mer; xmm3/m128:mer; imm8:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F3A.WIG 42 /r ib,VMPSADBW,RVMI,ymm1:mew; ymm2:mer; ymm3/m256:mer; imm8:mer,pref67:operand/1,AVX2,UD; GP
F6 /4,MUL,M,r/m8:mer; AX:rw; OF:w; CF:w; SF:u; ZF:u; AF:u; PF:u,rex_w:operand/any; pref67:operand/1,,SS; GP; PF; AC
F7 /4,MUL,M,r/m16:mer; AX:rw; DX:rw; OF:w; CF:w; SF:u; ZF:u; AF:u; PF:u,pref66:required/1; pref67:operand/1,,SS; GP; PF; AC
F7 /4,MUL,M,r/m32:mer; EDX:rw; EAX:rw; OF:w; CF:w; SF:u; ZF:u; AF:u; PF:u,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
F7 /4,MUL,M,r/m64:mer; RDX:rw; RAX:rw; OF:w; CF:w; SF:u; ZF:u; AF:u; PF:u,rex_w:required/1; pref67:operand/1,,SS; GP; PF; AC
66 0F 59 /r,MULPD,RM,xmm1:merw; xmm2/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,SSE2,UD; GPS; AC; PFS; XFS
VEX.NDS.128.66.0F.WIG 59 /r,VMULPD,RVM,xmm1:mew; xmm2:mer; xmm3/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
VEX.NDS.256.66.0F.WIG 59 /r,VMULPD,RVM,ymm1:mew; ymm2:mer; ymm3/m256:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
0F 59 /r,MULPS,RM,xmm1:merw; xmm2/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,SSE,UD; GPS; AC; PFS; XFS
VEX.NDS.128.0F.WIG 59 /r,VMULPS,RVM,xmm1:mew; xmm2:mer; xmm3/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
VEX.NDS.256.0F.WIG 59 /r,VMULPS,RVM,ymm1:mew; ymm2:mer; ymm3/m256:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
F2 0F 59 /r,MULSD,RM,xmm1:merw; xmm2/m64:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,SSE2,UD; GP; ACS; XFS
VEX.NDS.LIG.F2.0F.WIG 59 /r,VMULSD,RVM,xmm1:mew; xmm2:mer; xmm3/m64:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
F3 0F 59 /r,MULSS,RM,xmm1:merw; xmm2/m32:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,SSE,UD; GP; ACS; XFS
VEX.NDS.LIG.F3.0F.WIG 59 /r,VMULSS,RVM,xmm1:mew; xmm2:mer; xmm3/m32:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
VEX.NDD.LZ.F2.0F38.W0 F6 /r,MULX,RVM,r32a:mew; r32b:mew; r/m32:mer,pref67:operand/1,BMI2,UDX; SSX; GP; PF; AC
VEX.NDD.LZ.F2.0F38.W1 F6 /r,MULX,RVM,r64a:mew; r64b:mew; r/m64:mer,pref67:operand/1,BMI2,UDX; SSX; GP; PF; AC
F6 /3,NEG,M,r/m8:merw; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,lock:optional/1; rex_w:operand/any; pref67:operand/1,,SSX; GPX; PF; AC
F7 /3,NEG,M,r/m16:merw; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,lock:optional/1; pref66:required/1; pref67:operand/1,,SSX; GPX; PF; AC
F7 /3,NEG,M,r/m32:merw; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GPX; PF; AC
F7 /3,NEG,M,r/m64:merw; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,lock:optional/1; rex_w:required/1; pref67:operand/1,,SSX; GPX; PF; AC
90,NOP,NP,,,,
0F 1F /0,NOP,M,r/m16:mer,pref66:required/1; pref67:operand/1,,
0F 1F /0,NOP,M,r/m32:mer,rex_w:optional/0; pref67:operand/1,,
F6 /2,NOT,M,r/m8:merw,lock:optional/1; rex_w:operand/any; pref67:operand/1,,SSX; GP; PF; AC
F7 /2,NOT,M,r/m16:merw,lock:optional/1; pref66:required/1; pref67:operand/1,,SSX; GP; PF; AC
F7 /2,NOT,M,r/m32:merw,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC
F7 /2,NOT,M,r/m64:merw,lock:optional/1; rex_w:required/1; pref67:operand/1,,SSX; GP; PF; AC
0C ib,OR,I,AL:mrw; imm8:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,,,SSX; GPX; PF; AC
0D iw,OR,I,AX:mrw; imm16:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,pref66:required/1,,SSX; GPX; PF; AC
0D id,OR,I,EAX:mrw; imm32:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,rex_w:optional/0,,SSX; GPX; PF; AC
0D id,OR,I,RAX:mrw; imm32:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,rex_w:required/1,,SSX; GPX; PF; AC
80 /1 ib,OR,MI,r/m8:merw; imm8:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; rex_w:operand/any; pref67:operand/1,,SSX; GPX; PF; AC
81 /1 iw,OR,MI,r/m16:merw; imm16:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; pref66:required/1; pref67:operand/1,,SSX; GPX; PF; AC
81 /1 id,OR,MI,r/m32:merw; imm32:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GPX; PF; AC
81 /1 id,OR,MI,r/m64:merw; imm32:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; rex_w:required/1; pref67:operand/1,,SSX; GPX; PF; AC
83 /1 ib,OR,MI,r/m16:merw; imm8:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; pref66:required/1; pref67:operand/1,,SSX; GPX; PF; AC
83 /1 ib,OR,MI,r/m32:merw; imm8:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GPX; PF; AC
83 /1 ib,OR,MI,r/m64:merw; imm8:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; rex_w:required/1; pref67:operand/1,,SSX; GPX; PF; AC
08 /r,OR,MR,r/m8:merw; r8:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; rex_w:operand/any; pref67:operand/1,,SSX; GPX; PF; AC
09 /r,OR,MR,r/m16:merw; r16:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; pref66:required/1; pref67:operand/1,,SSX; GPX; PF; AC
09 /r,OR,MR,r/m32:merw; r32:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GPX; PF; AC
09 /r,OR,MR,r/m64:merw; r64:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; rex_w:required/1; pref67:operand/1,,SSX; GPX; PF; AC
0A /r,OR,RM,r8:merw; r/m8:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,rex_w:operand/any; pref67:operand/1,,SSX; GPX; PF; AC
0B /r,OR,RM,r16:merw; r/m16:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,pref66:required/1; pref67:operand/1,,SSX; GPX; PF; AC
0B /r,OR,RM,r32:merw; r/m32:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,rex_w:optional/0; pref67:operand/1,,SSX; GPX; PF; AC
0B /r,OR,RM,r64:merw; r/m64:mer; OF:w; CF:w; SF:w; ZF:w; PF:w; AF:u,rex_w:required/1; pref67:operand/1,,SSX; GPX; PF; AC
66 0F 56 /r,ORPD,RM,xmm1:merw; xmm2/m128:mer,pref67:operand/1,SSE2,UD; GPS; AC; PFS
VEX.NDS.128.66.0F.WIG 56 /r,VORPD,RVM,xmm1:mew; xmm2:mer; xmm3/m128:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
VEX.NDS.256.66.0F.WIG 56 /r,VORPD,RVM,ymm1:mew; ymm2:mer; ymm3/m256:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
0F 56 /r,ORPS,RM,xmm1:merw; xmm2/m128:mer,pref67:operand/1,SSE,UD; GPS; AC; PFS
VEX.NDS.128.0F.WIG 56 /r,VORPS,RVM,xmm1:mew; xmm2:mer; xmm3/m128:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
VEX.NDS.256.0F.WIG 56 /r,VORPS,RVM,ymm1:mew; ymm2:mer; ymm3/m256:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
